2025-06-03 20:05:32 - INFO     [MigrationMzsh2Mzb] | logging_setup.py:101 | _setup_global_logger | File logging enabled at: /workspace/migration/migrationmzsh2mzb.log
2025-06-03 20:14:41 - INFO     [MigrationMzsh2Mzb] | transaction_manager.py:97 | __init__ | TransactionManager initialized with checkpoint_interval=50
2025-06-03 20:14:41 - INFO     [MigrationMzsh2Mzb] | rollback_handlers.py:66 | __init__ | DatabaseRollbackHandlers initialized with 9 handlers
2025-06-03 20:14:41 - INFO     [MigrationMzsh2Mzb] | transaction_manager.py:126 | transaction | Started transaction 5d3a835c-ec17-4962-8681-3f24b8f73d0b
2025-06-03 20:14:41 - INFO     [MigrationMzsh2Mzb] | data_transformer.py:320 | transform_data_with_transactions | Starting transactional data transformation with transaction ID: 5d3a835c-ec17-4962-8681-3f24b8f73d0b
2025-06-03 20:14:41 - INFO     [MigrationMzsh2Mzb] | transaction_manager.py:226 | create_manual_checkpoint | Created manual checkpoint 383507a8-3e33-405f-b40a-02b4e0d94867 for transaction 5d3a835c-ec17-4962-8681-3f24b8f73d0b
2025-06-03 20:14:41 - INFO     [MigrationMzsh2Mzb] | data_transformer.py:341 | transform_data_with_transactions | Created checkpoint 383507a8-3e33-405f-b40a-02b4e0d94867 after admin transformation
2025-06-03 20:14:41 - INFO     [MigrationMzsh2Mzb] | data_transformer.py:467 | _transform_users_transactional | Transformation summary: 1 users, 1 proxies
2025-06-03 20:14:41 - INFO     [MigrationMzsh2Mzb] | transaction_manager.py:226 | create_manual_checkpoint | Created manual checkpoint 57136043-0ae5-4ac9-b285-6c9369845dd7 for transaction 5d3a835c-ec17-4962-8681-3f24b8f73d0b
2025-06-03 20:14:41 - INFO     [MigrationMzsh2Mzb] | data_transformer.py:361 | transform_data_with_transactions | Created final checkpoint 57136043-0ae5-4ac9-b285-6c9369845dd7
2025-06-03 20:14:41 - INFO     [MigrationMzsh2Mzb] | data_transformer.py:255 | _analyze_uuid_optimization_opportunities | UUID Analysis: 1 UUIDs found in proxy configurations
2025-06-03 20:14:41 - INFO     [MigrationMzsh2Mzb] | data_transformer.py:258 | _analyze_uuid_optimization_opportunities | UUID Optimization Recommendations:
2025-06-03 20:14:41 - INFO     [MigrationMzsh2Mzb] | data_transformer.py:260 | _analyze_uuid_optimization_opportunities |   • All UUIDs are already in standard format - no transformation needed
2025-06-03 20:14:41 - INFO     [MigrationMzsh2Mzb] | data_transformer.py:366 | transform_data_with_transactions | Transactional transformation completed successfully
2025-06-03 20:14:41 - INFO     [MigrationMzsh2Mzb] | transaction_manager.py:306 | _commit_transaction | Committed transaction 5d3a835c-ec17-4962-8681-3f24b8f73d0b with 3 operations
2025-06-03 20:14:41 - INFO     [MigrationMzsh2Mzb] | transaction_manager.py:133 | transaction | Transaction 5d3a835c-ec17-4962-8681-3f24b8f73d0b committed successfully
2025-06-03 20:14:41 - INFO     [MigrationMzsh2Mzb] | transaction_manager.py:97 | __init__ | TransactionManager initialized with checkpoint_interval=50
2025-06-03 20:14:41 - INFO     [MigrationMzsh2Mzb] | rollback_handlers.py:66 | __init__ | DatabaseRollbackHandlers initialized with 9 handlers
2025-06-03 20:14:41 - INFO     [MigrationMzsh2Mzb] | transaction_manager.py:126 | transaction | Started transaction c2d6267c-1cf6-434e-b32d-d5320ec30c62
2025-06-03 20:14:41 - INFO     [MigrationMzsh2Mzb] | data_transformer.py:320 | transform_data_with_transactions | Starting transactional data transformation with transaction ID: c2d6267c-1cf6-434e-b32d-d5320ec30c62
2025-06-03 20:14:41 - INFO     [MigrationMzsh2Mzb] | transaction_manager.py:226 | create_manual_checkpoint | Created manual checkpoint 0e831e12-6526-4734-b69d-ae16447e6ade for transaction c2d6267c-1cf6-434e-b32d-d5320ec30c62
2025-06-03 20:14:41 - INFO     [MigrationMzsh2Mzb] | data_transformer.py:341 | transform_data_with_transactions | Created checkpoint 0e831e12-6526-4734-b69d-ae16447e6ade after admin transformation
2025-06-03 20:14:41 - WARNING  [MigrationMzsh2Mzb] | data_transformer.py:60 | _convert_key_to_uuid_format | UUID transformation failed for 'invalid_key_format': Invalid UUID format detected
2025-06-03 20:14:41 - WARNING  [MigrationMzsh2Mzb] | data_transformer.py:144 | transform_user_for_marzban | User 'user1' fallback key 'invalid_key_format' could not be formatted to UUID. Proxy entry from key will be skipped.
2025-06-03 20:14:41 - INFO     [MigrationMzsh2Mzb] | data_transformer.py:467 | _transform_users_transactional | Transformation summary: 1 users, 0 proxies
2025-06-03 20:14:41 - WARNING  [MigrationMzsh2Mzb] | data_transformer.py:471 | _transform_users_transactional | Users without proxy info: 1
2025-06-03 20:14:41 - INFO     [MigrationMzsh2Mzb] | transaction_manager.py:226 | create_manual_checkpoint | Created manual checkpoint af5f4a76-55d4-413f-adc6-cd19dd1ecfae for transaction c2d6267c-1cf6-434e-b32d-d5320ec30c62
2025-06-03 20:14:41 - INFO     [MigrationMzsh2Mzb] | data_transformer.py:361 | transform_data_with_transactions | Created final checkpoint af5f4a76-55d4-413f-adc6-cd19dd1ecfae
2025-06-03 20:14:41 - INFO     [MigrationMzsh2Mzb] | data_transformer.py:366 | transform_data_with_transactions | Transactional transformation completed successfully
2025-06-03 20:14:41 - INFO     [MigrationMzsh2Mzb] | transaction_manager.py:306 | _commit_transaction | Committed transaction c2d6267c-1cf6-434e-b32d-d5320ec30c62 with 2 operations
2025-06-03 20:14:41 - INFO     [MigrationMzsh2Mzb] | transaction_manager.py:133 | transaction | Transaction c2d6267c-1cf6-434e-b32d-d5320ec30c62 committed successfully
2025-06-03 20:14:41 - INFO     [MigrationMzsh2Mzb] | transaction_manager.py:97 | __init__ | TransactionManager initialized with checkpoint_interval=50
2025-06-03 20:14:41 - INFO     [MigrationMzsh2Mzb] | rollback_handlers.py:66 | __init__ | DatabaseRollbackHandlers initialized with 9 handlers
2025-06-03 20:15:15 - INFO     [MigrationMzsh2Mzb] | logging_setup.py:101 | _setup_global_logger | File logging enabled at: /workspace/migration/migrationmzsh2mzb.log
2025-06-03 20:15:15 - INFO     [MigrationMzsh2Mzb] | logging_setup.py:112 | _setup_global_logger | Logger 'MigrationMzsh2Mzb' initialized. Effective logging level: INFO.
2025-06-03 20:15:16 - INFO     [MigrationMzsh2Mzb] | transaction_manager.py:97 | __init__ | TransactionManager initialized with checkpoint_interval=50
2025-06-03 20:15:16 - INFO     [MigrationMzsh2Mzb] | rollback_handlers.py:66 | __init__ | DatabaseRollbackHandlers initialized with 9 handlers
2025-06-03 20:15:16 - INFO     [MigrationMzsh2Mzb] | transaction_manager.py:126 | transaction | Started transaction 917b562f-2099-4e06-86e2-6bd7e03fc63c
2025-06-03 20:15:16 - INFO     [MigrationMzsh2Mzb] | data_transformer.py:320 | transform_data_with_transactions | Starting transactional data transformation with transaction ID: 917b562f-2099-4e06-86e2-6bd7e03fc63c
2025-06-03 20:15:16 - INFO     [MigrationMzsh2Mzb] | transaction_manager.py:226 | create_manual_checkpoint | Created manual checkpoint ca4ce183-3ceb-4b50-b660-23ade2440001 for transaction 917b562f-2099-4e06-86e2-6bd7e03fc63c
2025-06-03 20:15:16 - INFO     [MigrationMzsh2Mzb] | data_transformer.py:341 | transform_data_with_transactions | Created checkpoint ca4ce183-3ceb-4b50-b660-23ade2440001 after admin transformation
2025-06-03 20:15:16 - INFO     [MigrationMzsh2Mzb] | data_transformer.py:467 | _transform_users_transactional | Transformation summary: 1 users, 1 proxies
2025-06-03 20:15:16 - INFO     [MigrationMzsh2Mzb] | transaction_manager.py:226 | create_manual_checkpoint | Created manual checkpoint 313e387c-d0af-4fc1-8fef-5b80eadac29a for transaction 917b562f-2099-4e06-86e2-6bd7e03fc63c
2025-06-03 20:15:16 - INFO     [MigrationMzsh2Mzb] | data_transformer.py:361 | transform_data_with_transactions | Created final checkpoint 313e387c-d0af-4fc1-8fef-5b80eadac29a
2025-06-03 20:15:16 - INFO     [MigrationMzsh2Mzb] | data_transformer.py:255 | _analyze_uuid_optimization_opportunities | UUID Analysis: 1 UUIDs found in proxy configurations
2025-06-03 20:15:16 - INFO     [MigrationMzsh2Mzb] | data_transformer.py:258 | _analyze_uuid_optimization_opportunities | UUID Optimization Recommendations:
2025-06-03 20:15:16 - INFO     [MigrationMzsh2Mzb] | data_transformer.py:260 | _analyze_uuid_optimization_opportunities |   • All UUIDs are already in standard format - no transformation needed
2025-06-03 20:15:16 - INFO     [MigrationMzsh2Mzb] | data_transformer.py:366 | transform_data_with_transactions | Transactional transformation completed successfully
2025-06-03 20:15:16 - INFO     [MigrationMzsh2Mzb] | transaction_manager.py:306 | _commit_transaction | Committed transaction 917b562f-2099-4e06-86e2-6bd7e03fc63c with 3 operations
2025-06-03 20:15:16 - INFO     [MigrationMzsh2Mzb] | transaction_manager.py:133 | transaction | Transaction 917b562f-2099-4e06-86e2-6bd7e03fc63c committed successfully
2025-06-03 20:15:16 - INFO     [MigrationMzsh2Mzb] | transaction_manager.py:97 | __init__ | TransactionManager initialized with checkpoint_interval=50
2025-06-03 20:15:16 - INFO     [MigrationMzsh2Mzb] | rollback_handlers.py:66 | __init__ | DatabaseRollbackHandlers initialized with 9 handlers
2025-06-03 20:15:16 - INFO     [MigrationMzsh2Mzb] | transaction_manager.py:126 | transaction | Started transaction 9b4db703-b7d9-4248-a78f-093aa09b1721
2025-06-03 20:15:16 - INFO     [MigrationMzsh2Mzb] | data_transformer.py:320 | transform_data_with_transactions | Starting transactional data transformation with transaction ID: 9b4db703-b7d9-4248-a78f-093aa09b1721
2025-06-03 20:15:16 - INFO     [MigrationMzsh2Mzb] | transaction_manager.py:226 | create_manual_checkpoint | Created manual checkpoint 81ed6098-e58e-4656-85f8-db21aebf56b8 for transaction 9b4db703-b7d9-4248-a78f-093aa09b1721
2025-06-03 20:15:16 - INFO     [MigrationMzsh2Mzb] | data_transformer.py:341 | transform_data_with_transactions | Created checkpoint 81ed6098-e58e-4656-85f8-db21aebf56b8 after admin transformation
2025-06-03 20:15:16 - WARNING  [MigrationMzsh2Mzb] | data_transformer.py:60 | _convert_key_to_uuid_format | UUID transformation failed for 'invalid_key_format': Invalid UUID format detected
2025-06-03 20:15:16 - WARNING  [MigrationMzsh2Mzb] | data_transformer.py:144 | transform_user_for_marzban | User 'user1' fallback key 'invalid_key_format' could not be formatted to UUID. Proxy entry from key will be skipped.
2025-06-03 20:15:16 - INFO     [MigrationMzsh2Mzb] | data_transformer.py:467 | _transform_users_transactional | Transformation summary: 1 users, 0 proxies
2025-06-03 20:15:16 - WARNING  [MigrationMzsh2Mzb] | data_transformer.py:471 | _transform_users_transactional | Users without proxy info: 1
2025-06-03 20:15:16 - INFO     [MigrationMzsh2Mzb] | transaction_manager.py:226 | create_manual_checkpoint | Created manual checkpoint cfd3446b-4920-408b-9604-94d2e2422cff for transaction 9b4db703-b7d9-4248-a78f-093aa09b1721
2025-06-03 20:15:16 - INFO     [MigrationMzsh2Mzb] | data_transformer.py:361 | transform_data_with_transactions | Created final checkpoint cfd3446b-4920-408b-9604-94d2e2422cff
2025-06-03 20:15:16 - INFO     [MigrationMzsh2Mzb] | data_transformer.py:366 | transform_data_with_transactions | Transactional transformation completed successfully
2025-06-03 20:15:16 - INFO     [MigrationMzsh2Mzb] | transaction_manager.py:306 | _commit_transaction | Committed transaction 9b4db703-b7d9-4248-a78f-093aa09b1721 with 2 operations
2025-06-03 20:15:16 - INFO     [MigrationMzsh2Mzb] | transaction_manager.py:133 | transaction | Transaction 9b4db703-b7d9-4248-a78f-093aa09b1721 committed successfully
2025-06-03 20:15:16 - INFO     [MigrationMzsh2Mzb] | transaction_manager.py:97 | __init__ | TransactionManager initialized with checkpoint_interval=50
2025-06-03 20:15:16 - INFO     [MigrationMzsh2Mzb] | rollback_handlers.py:66 | __init__ | DatabaseRollbackHandlers initialized with 9 handlers
